0,1,2,3,4,5,6,7,8,9
Class(1),,,Initial  Principal  Amount(2),Initial  Principal  Amount(2),,,Interest Rate,,Final Scheduled  Maturity Date
A-1,,,$,310000000,,,·%,,"September 15, 2026"
A-2-A  A-2-B,},,$,521680000,,,·%  SOFR Rate +·%(3),,"July 17, 2028"
A-3,,,$,521680000,,,·%,,"April 15, 2030"
A-4,,,$,75570000,,,·%,,"January 15, 2032"
B,,,$,27750000,,,·%,,"January 15, 2032"
C,,,$,46240000,,,·%,,"January 18, 2033"
