0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
March 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
April 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
May 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
June 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,99.08,%
July 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,90.54,%
August 2026,,,100.00,%,,,100.00,%,,,99.29,%,,,92.25,%,,,82.25,%
September 2026,,,100.00,%,,,99.75,%,,,91.17,%,,,83.51,%,,,74.42,%
October 2026,,,100.00,%,,,92.57,%,,,83.25,%,,,75.06,%,,,66.72,%
November 2026,,,99.84,%,,,85.55,%,,,75.54,%,,,66.89,%,,,59.15,%
December 2026,,,93.96,%,,,78.62,%,,,68.01,%,,,59.01,%,,,51.70,%
January 2027,,,88.09,%,,,71.80,%,,,60.66,%,,,51.41,%,,,44.38,%
February 2027,,,82.26,%,,,65.09,%,,,53.50,%,,,44.22,%,,,37.19,%
March 2027,,,76.45,%,,,58.49,%,,,46.52,%,,,37.47,%,,,30.13,%
April 2027,,,70.66,%,,,51.99,%,,,39.74,%,,,30.88,%,,,23.13,%
May 2027,,,64.91,%,,,45.60,%,,,33.14,%,,,24.39,%,,,16.28,%
June 2027,,,59.18,%,,,39.32,%,,,26.70,%,,,18.01,%,,,9.55,%
July 2027,,,53.47,%,,,33.15,%,,,20.43,%,,,11.75,%,,,2.96,%
August 2027,,,48.65,%,,,27.65,%,,,14.53,%,,,5.60,%,,,0.00,%
September 2027,,,44.01,%,,,22.30,%,,,8.77,%,,,0.00,%,,,0.00,%
October 2027,,,39.38,%,,,17.02,%,,,3.12,%,,,0.00,%,,,0.00,%
November 2027,,,34.77,%,,,11.81,%,,,0.00,%,,,0.00,%,,,0.00,%
December 2027,,,30.18,%,,,6.67,%,,,0.00,%,,,0.00,%,,,0.00,%
January 2028,,,25.57,%,,,1.60,%,,,0.00,%,,,0.00,%,,,0.00,%
February 2028,,,20.98,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
March 2028,,,16.41,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
April 2028,,,11.86,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
May 2028,,,7.33,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
June 2028,,,2.81,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
July 2028,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life to Optional Purchase (years)(1),,,1.55,,,,1.25,,,,1.10,,,,0.99,,,,0.90,
Weighted Average Life to Maturity (years)(1),,,1.55,,,,1.25,,,,1.10,,,,0.99,,,,0.90,
