0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,94.54%
"August 21, 2025",,100.00%,,100.00%,,100.00%,,98.17%,,91.88%,,81.84%
"September 21, 2025",,100.00%,,100.00%,,93.72%,,87.42%,,80.55%,,69.51%
"October 21, 2025",,100.00%,,93.26%,,83.77%,,76.93%,,69.57%,,57.55%
"November 21, 2025",,99.60%,,84.24%,,74.03%,,66.71%,,58.89%,,45.96%
"December 21, 2025",,91.98%,,75.55%,,64.63%,,56.82%,,48.48%,,34.75%
"January 21, 2026",,84.40%,,66.98%,,55.43%,,47.16%,,38.37%,,23.91%
"February 21, 2026",,76.87%,,58.55%,,46.42%,,37.75%,,28.54%,,13.45%
"March 21, 2026",,69.39%,,50.26%,,37.60%,,28.58%,,19.01%,,3.38%
"April 21, 2026",,61.96%,,42.10%,,28.98%,,19.65%,,9.76%,,0.00%
"May 21, 2026",,54.58%,,34.07%,,20.56%,,10.96%,,0.82%,,0.00%
"June 21, 2026",,47.25%,,26.19%,,12.34%,,2.52%,,0.00%,,0.00%
"July 21, 2026",,39.97%,,18.44%,,4.32%,,0.00%,,0.00%,,0.00%
"August 21, 2026",,32.73%,,10.83%,,0.00%,,0.00%,,0.00%,,0.00%
"September 21, 2026",,26.12%,,3.81%,,0.00%,,0.00%,,0.00%,,0.00%
"October 21, 2026",,19.55%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"November 21, 2026",,13.02%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"December 21, 2026",,6.54%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"January 21, 2027",,0.10%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"February 21, 2027",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,1.38,,1.16,,1.05,,0.97,,0.90,,0.80
Weighted Average Life To Call (years)(1)(3),,1.38,,1.16,,1.05,,0.97,,0.90,,0.80
