0,1,2,3,4
Class A-1 Notes,,$,212000000,
Class A-2 Notes,,,331000000,
Class A-3 Notes,,,331000000,
Class A-4 Notes,,,"65,490, 000",
Class B Notes,,,29510000,
Class C Notes,,,14760000,
Total,,$,983760000,
