0,1,2,3,4,5,6,7,8,9,10
Notes(1),,Initial Note  Balance,,Interest Rate,,Accrual  Method,,Anticipated  Redemption Date,,Final  Maturity Date
Class A notes,,"$891,010,000",,4.49%,,30/360,,"January 20, 2026",,"January 22, 2029"
Class B notes,,"$68,120,000",,___%(2),,30/360,,"January 20, 2026",,"January 22, 2029"
Class C notes,,"$40,870,000",,4.98%,,30/360,,"January 20, 2026",,"January 22, 2029"
Total,,"$1,000,000,000",,,,,,,,
