0,1,2,3,4
Payment Date,,Yield Supplement  Overcollateralization  Amount,Yield Supplement  Overcollateralization  Amount,
Closing Date,,$,84665010.97,
July 2025,,,79139193.22,
August 2025,,,76201515.37,
September 2025,,,73318081.14,
October 2025,,,70489480.62,
November 2025,,,67716308.85,
December 2025,,,64999163.08,
January 2026,,,62338644.05,
February 2026,,,59735361.94,
March 2026,,,57189920.57,
April 2026,,,54702908.84,
May 2026,,,52274920.89,
June 2026,,,49906549.17,
July 2026,,,47598398.87,
August 2026,,,45351067.57,
September 2026,,,43165160.03,
October 2026,,,41041269.05,
November 2026,,,38979970.11,
December 2026,,,36981856.01,
January 2027,,,35047489.92,
February 2027,,,33177381.80,
March 2027,,,31371824.83,
April 2027,,,29630202.32,
May 2027,,,27949794.87,
June 2027,,,26325477.83,
July 2027,,,24755571.83,
August 2027,,,23240493.04,
September 2027,,,21780734.07,
October 2027,,,20376823.97,
November 2027,,,19029225.42,
December 2027,,,17738390.65,
January 2028,,,16504741.24,
February 2028,,,15328511.38,
March 2028,,,14208963.85,
April 2028,,,13144210.09,
May 2028,,,12132301.16,
June 2028,,,11170577.45,
July 2028,,,10257437.40,
August 2028,,,9392386.98,
September 2028,,,8575356.61,
October 2028,,,7806452.57,
