0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes
Payment Date,,,0.00%,,0.50%,,1.00%,,1.30%,,1.50%,,1.80%
Closing Date,,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"May 15, 2024",,,80.77,,75.67,,69.91,,66.01,,63.02,,56.86
"June 15, 2024",,,73.05,,65.54,,57.08,,51.36,,47.02,,39.30
"July 15, 2024",,,65.27,,55.45,,44.40,,36.96,,31.38,,22.09
"August 15, 2024",,,57.43,,45.40,,31.87,,22.81,,16.08,,5.23
"September 15, 2024",,,49.53,,35.38,,19.50,,8.91,,1.14,,0.00
"October 15, 2024",,,41.58,,25.40,,7.29,,0.00,,0.00,,0.00
"November 15, 2024",,,33.56,,15.46,,0.00,,0.00,,0.00,,0.00
"December 15, 2024",,,25.85,,5.91,,0.00,,0.00,,0.00,,0.00
"January 15, 2025",,,18.09,,0.00,,0.00,,0.00,,0.00,,0.00
"February 15, 2025",,,10.27,,0.00,,0.00,,0.00,,0.00,,0.00
"March 15, 2025",,,2.40,,0.00,,0.00,,0.00,,0.00,,0.00
"April 15, 2025",,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
,,,,,,,,,,,,,
Weighted Average Life to Call (Years)(2),,,0.42,,0.31,,0.23,,0.20,,0.17,,0.14
Weighted Average Life to Maturity (Years)(2),,,0.42,,0.31,,0.23,,0.20,,0.17,,0.14
