0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
October 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
November 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
December 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,96.79,%
January 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,99.28,%,,,88.95,%
February 2026,,,100.00,%,,,100.00,%,,,97.61,%,,,90.45,%,,,81.22,%
March 2026,,,100.00,%,,,98.15,%,,,89.73,%,,,81.91,%,,,73.61,%
April 2026,,,100.00,%,,,91.21,%,,,82.04,%,,,73.64,%,,,66.12,%
May 2026,,,98.36,%,,,84.38,%,,,74.52,%,,,65.67,%,,,58.74,%
June 2026,,,92.66,%,,,77.64,%,,,67.18,%,,,57.98,%,,,51.48,%
July 2026,,,86.99,%,,,71.01,%,,,60.02,%,,,50.71,%,,,44.34,%
August 2026,,,81.34,%,,,64.47,%,,,53.04,%,,,43.96,%,,,37.32,%
September 2026,,,75.71,%,,,58.04,%,,,46.24,%,,,37.46,%,,,30.42,%
October 2026,,,70.10,%,,,51.71,%,,,39.63,%,,,31.06,%,,,23.60,%
November 2026,,,64.52,%,,,45.49,%,,,33.20,%,,,24.74,%,,,16.89,%
December 2026,,,58.95,%,,,39.37,%,,,26.96,%,,,18.50,%,,,10.30,%
January 2027,,,53.42,%,,,33.35,%,,,20.85,%,,,12.36,%,,,3.84,%
February 2027,,,48.58,%,,,27.89,%,,,15.04,%,,,6.33,%,,,0.00,%
March 2027,,,44.07,%,,,22.67,%,,,9.40,%,,,0.41,%,,,0.00,%
April 2027,,,39.57,%,,,17.50,%,,,3.85,%,,,0.00,%,,,0.00,%
May 2027,,,35.09,%,,,12.40,%,,,0.00,%,,,0.00,%,,,0.00,%
June 2027,,,30.62,%,,,7.37,%,,,0.00,%,,,0.00,%,,,0.00,%
July 2027,,,26.15,%,,,2.40,%,,,0.00,%,,,0.00,%,,,0.00,%
August 2027,,,21.68,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2027,,,17.22,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
October 2027,,,12.78,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
November 2027,,,8.35,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
December 2027,,,3.94,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
January 2028,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life to Optional Purchase (years)(1),,,1.56,,,,1.26,,,,1.10,,,,1.00,,,,0.91,
Weighted Average Life to Maturity (years)(1),,,1.56,,,,1.26,,,,1.10,,,,1.00,,,,0.91,
