0,1,2,3,4,5,6
Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses
Sources,Proceeds,% of Total,,Uses,Proceeds,% of Total
Whole Loan Amount:,"$120,000,000",66.9%,,Loan Payoff:,"$178,650,473",99.6%
Borrower Sponsor Equity:,"$59,439,911",33.1%,,Closing Costs:,"$789,438",0.4%
Total Sources:,"$179,439,911",100.0%,,Total Uses:,"$179,439,911",100.0%
