0,1,2,3,4,5,6,7,8,9,10
NOVA Retail 2-Pack Portfolio Summary,NOVA Retail 2-Pack Portfolio Summary,NOVA Retail 2-Pack Portfolio Summary,NOVA Retail 2-Pack Portfolio Summary,NOVA Retail 2-Pack Portfolio Summary,NOVA Retail 2-Pack Portfolio Summary,NOVA Retail 2-Pack Portfolio Summary,NOVA Retail 2-Pack Portfolio Summary,NOVA Retail 2-Pack Portfolio Summary,NOVA Retail 2-Pack Portfolio Summary,NOVA Retail 2-Pack Portfolio Summary
Property Name,"City, State",Property Type,Allocated Cut-Off Date Balance(1),% of Portfolio Cut-Off Date Balance(1),Year Built/Renovated,SF,Underwritten  NCF,% of Underwritten  NCF,Appraised Value,% of Appraised Value
Fair City Mall,"Fairfax, VA",Retail,"$34,028,973",58.7%,1974 / 2020,403370,"$7,928,981",55.8%,"$137,700,000",58.7%
Plaza at Landmark,"Alexandria, VA",Retail,"$23,971,027",41.3%,1963 / 2020,437273,"$6,279,362",44.2%,"$97,000,000",41.3%
Total,,,"$58,000,000",100.0%,,840643,"$14,208,344",100.0%,"$234,700,000",100.0%
