0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,94.54%
"August 21, 2025",,100.00%,,100.00%,,100.00%,,98.15%,,91.87%,,81.86%
"September 21, 2025",,100.00%,,100.00%,,93.71%,,87.42%,,80.56%,,69.55%
"October 21, 2025",,100.00%,,93.26%,,83.78%,,76.95%,,69.61%,,57.61%
"November 21, 2025",,99.58%,,84.25%,,74.06%,,66.75%,,58.94%,,46.04%
"December 21, 2025",,91.97%,,75.57%,,64.68%,,56.88%,,48.56%,,34.85%
"January 21, 2026",,84.41%,,67.02%,,55.49%,,47.24%,,38.46%,,24.03%
"February 21, 2026",,76.90%,,58.61%,,46.50%,,37.85%,,28.65%,,13.59%
"March 21, 2026",,69.43%,,50.33%,,37.70%,,28.69%,,19.14%,,3.53%
"April 21, 2026",,62.02%,,42.18%,,29.09%,,19.78%,,9.91%,,0.00%
"May 21, 2026",,54.65%,,34.18%,,20.69%,,11.10%,,0.98%,,0.00%
"June 21, 2026",,47.33%,,26.30%,,12.48%,,2.68%,,0.00%,,0.00%
"July 21, 2026",,40.06%,,18.57%,,4.47%,,0.00%,,0.00%,,0.00%
"August 21, 2026",,32.84%,,10.97%,,0.00%,,0.00%,,0.00%,,0.00%
"September 21, 2026",,26.24%,,3.97%,,0.00%,,0.00%,,0.00%,,0.00%
"October 21, 2026",,19.68%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"November 21, 2026",,13.16%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"December 21, 2026",,6.69%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"January 21, 2027",,0.27%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"February 21, 2027",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,1.38,,1.17,,1.05,,0.97,,0.90,,0.80
Weighted Average Life To Call (years)(1)(3),,1.38,,1.17,,1.05,,0.97,,0.90,,0.80
