0,1,2,3,4,5
,Class A-1,"$3,945,000",Class X-B,"$92,863,000",
,Class A-2,"$0  - $175,000,000",Class A-S,"$39,603,000",
,Class  A-3,"$203,433,000  - $378,433,000",Class B  Class  C,"$30,045,000  $23,215,000",
,Class X-A,"$382,378,000",Class B  Class  C,"$30,045,000  $23,215,000",
