0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Payment Date,,0.50%,0.50%,,,1.00%,1.00%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.70%,1.70%,,,2.00%,2.00%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"September 18, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"October 18, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"November 18, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"December 18, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"January 18, 2027",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,93.76,%
"February 18, 2027",,,100.00,%,,,100.00,%,,,100.00,%,,,96.71,%,,,91.26,%,,,82.37,%
"March 18, 2027",,,100.00,%,,,100.00,%,,,92.85,%,,,87.17,%,,,81.11,%,,,71.27,%
"April 18, 2027",,,100.00,%,,,92.74,%,,,84.05,%,,,77.83,%,,,71.21,%,,,60.46,%
"May 18, 2027",,,98.92,%,,,84.82,%,,,75.42,%,,,68.70,%,,,61.56,%,,,49.96,%
"June 18, 2027",,,92.21,%,,,77.09,%,,,67.02,%,,,59.81,%,,,52.17,%,,,39.75,%
"July 18, 2027",,,85.53,%,,,69.48,%,,,58.78,%,,,51.13,%,,,43.02,%,,,29.85,%
"August 18, 2027",,,78.90,%,,,61.97,%,,,50.70,%,,,42.65,%,,,34.10,%,,,20.25,%
"September 18, 2027",,,72.31,%,,,54.59,%,,,42.79,%,,,34.37,%,,,25.43,%,,,10.95,%
"October 18, 2027",,,65.76,%,,,47.32,%,,,35.05,%,,,26.29,%,,,17.00,%,,,1.96,%
"November 18, 2027",,,59.26,%,,,40.16,%,,,27.47,%,,,18.41,%,,,8.82,%,,,0.00,%
"December 18, 2027",,,52.79,%,,,33.13,%,,,20.06,%,,,10.74,%,,,0.88,%,,,0.00,%
"January 18, 2028",,,46.37,%,,,26.21,%,,,12.82,%,,,3.28,%,,,0.00,%,,,0.00,%
"February 18, 2028",,,39.99,%,,,19.41,%,,,5.76,%,,,0.00,%,,,0.00,%,,,0.00,%
"March 18, 2028",,,33.65,%,,,12.72,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"April 18, 2028",,,27.74,%,,,6.48,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"May 18, 2028",,,21.88,%,,,0.35,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"June 18, 2028",,,16.05,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"July 18, 2028",,,10.26,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"August 18, 2028",,,4.52,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"September 18, 2028",,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,,1.44,,,,1.21,,,,1.08,,,,1.00,,,,0.92,,,,0.82,
Weighted Average Life To Call (years)(1)(3),,,1.44,,,,1.21,,,,1.08,,,,1.00,,,,0.92,,,,0.82,
