0,1,2,3,4,5,6,7,8,9,10
Underwriter,,Class A-1  Notes,,Class A-2a  Notes(1),,Class A-2b  Notes(1),,Class A-3  Notes,,Class A-4  Notes
Citigroup Global Markets Inc.,,$__________,,$__________,,$__________,,$__________,,$__________
TD Securities (USA) LLC,,__________,,__________,,__________,,__________,,__________
"U.S. Bancorp Investments, Inc.",,__________,,__________,,__________,,__________,,__________
"BofA Securities, Inc.",,__________,,__________,,__________,,__________,,__________
Lloyds Securities Inc.,,__________,,__________,,__________,,__________,,__________
Total,,"$156,200,000(2)",,$_____(3),,$_____(3),,"$369,920,000(2)",,"$103,960,000(2)"
