0,1,2,3,4,5
Class A-1 Notes,,,$,421000000.0,
Class A-2a Notes,},,$,583000000.0,
Class A-2b Notes,},,$,583000000.0,
Class A-3 Notes,,,$,583000000.0,
Class A-4 Notes,,,$,97211000.0,
Certificates,,,$,43185412.29,
Total,,,$,1727396412.29,
