0,1,2,3
Class  of Certificates,Low  Estimate of  Discount Yield,Base  Case  Discount Yield,High  Estimate of  Discount Yield
Class X-A,2.5189%,3.0653%,3.7598%
Class X-B,2.5275%,3.2249%,4.0182%
Class X-D,2.5332%,3.2313%,4.0238%
