0,1,2,3,4,5,6
,,,,,,
Note Class,,Aggregate Principal Amount(1),Aggregate Principal Amount(1),,,Interest Rate Per Annum
A-1,,$,217840000,,,%
A-2,,$,383201000,,,%
A-3,,$,383201000,,,%
A-4,,$,70420000,,,%
B,,$,23218000,,,%
C,,$,11060000,,,%
D,,$,11060000,,,%
