0,1,2,3,4
Class A-1 Asset Backed Notes,,$,71500000,
Class A-2 Asset Backed Notes,,$,131256000,
Class A-3 Asset Backed Notes,,$,131256000,
Class B Asset Backed Notes,,$,66879000,
Class C Asset Backed Notes,,$,97278000,
Class D Asset Backed Notes,,$,101458000,
Class E Asset Backed Notes(2),,$,46360000,
Total,,$,645987000,
