0,1,2,3
Maturity (Years),Low Estimate of  Treasury Yield,Base Case  Treasury Yield,High Estimate of  Treasury Yield
2Y,3.3589%,3.6550%,4.1031%
3Y,3.3675%,3.6560%,4.1097%
5Y,3.4617%,3.7620%,4.2024%
7Y,3.6574%,3.9480%,4.3614%
10Y,3.9188%,4.1730%,4.5474%
