0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2025",,77.62%,,72.50%,,68.99%,,66.38%,,63.37%,,57.78%
"January 15, 2026",,66.52%,,59.02%,,53.88%,,50.09%,,45.72%,,38.36%
"February 15, 2026",,55.49%,,45.72%,,39.05%,,34.13%,,28.51%,,19.44%
"March 15, 2026",,44.52%,,32.60%,,24.49%,,18.51%,,11.75%,,1.03%
"April 15, 2026",,33.62%,,19.67%,,10.20%,,3.25%,,0.00%,,0.00%
"May 15, 2026",,22.78%,,6.93%,,0.00%,,0.00%,,0.00%,,0.00%
"June 15, 2026",,12.01%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"July 15, 2026",,1.30%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"August 15, 2026",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,0.35,,0.29,,0.26,,0.24,,0.22,,0.19
Weighted Average Life To Call (years)(1)(3),,0.35,,0.29,,0.26,,0.24,,0.22,,0.19
