0,1,2,3,4,5,6,7,8,9,10,11,12
,,Gross Charge-off  Current Period,Gross Charge-off  Current Period,,,Recoveries,,Net Charge-off,,Cumulative Net  Charge-off,Cumulative Net  Charge-off,
22-Nov,,$,0.00,,,$0.00,,$0.00,,,0.00,%
22-Dec,,$,125451.84,,,$0.00,,"$125,451.84",,,0.01,%
23-Jan,,$,636308.16,,,"($118,589.48)",,"$517,718.68",,,0.04,%
23-Feb,,$,903417.89,,,"($78,096.25)",,"$825,321.64",,,0.09,%
23-Mar,,$,784701.83,,,"($492,587.84)",,"$292,113.99",,,0.10,%
23-Apr,,$,1001809.24,,,"($226,286.28)",,"$775,522.96",,,0.15,%
23-May,,$,1102598.99,,,"($319,366.22)",,"$783,232.77",,,0.19,%
23-Jun,,$,703716.37,,,"($476,296.77)",,"$227,419.60",,,0.21,%
23-Jul,,$,1151202.29,,,"($446,879.78)",,"$704,322.51",,,0.25,%
23-Aug,,$,799937.93,,,"($477,906.02)",,"$322,031.91",,,0.27,%
23-Sep,,$,857917.22,,,"($327,536.43)",,"$530,380.79",,,0.30,%
23-Oct,,$,1406974.51,,,"($436,829.23)",,"$970,145.28",,,0.36,%
23-Nov,,$,1042486.21,,,"($542,848.28)",,"$499,637.93",,,0.39,%
23-Dec,,$,1041584.77,,,"($470,108.96)",,"$571,475.81",,,0.42,%
24-Jan,,$,1027174.41,,,"($388,589.50)",,"$638,584.91",,,0.46,%
24-Feb,,$,942688.67,,,"($520,283.97)",,"$422,404.70",,,0.48,%
24-Mar,,$,1364932.51,,,"($582,022.06)",,"$782,910.45",,,0.53,%
24-Apr,,$,1158838.97,,,"($448,710.29)",,"$710,128.68",,,0.57,%
24-May,,$,921805.92,,,"($553,974.90)",,"$367,831.02",,,0.59,%
24-Jun,,$,830233.81,,,"($421,820.16)",,"$408,413.65",,,0.61,%
24-Jul,,$,903783.06,,,"($482,209.56)",,"$421,573.50",,,0.64,%
24-Aug,,$,1031224.46,,,"($567,828.27)",,"$463,396.19",,,0.67,%
24-Sep,,$,1044447.03,,,"($493,984.91)",,"$550,462.12",,,0.70,%
24-Oct,,$,938124.32,,,"($614,764.71)",,"$323,359.61",,,0.72,%
24-Nov,,$,548950.86,,,"($430,244.41)",,"$118,706.45",,,0.72,%
24-Dec,,$,863141.52,,,"($307,140.03)",,"$556,001.49",,,0.76,%
25-Jan,,$,768500.54,,,"($426,601.43)",,"$341,899.11",,,0.78,%
25-Feb,,$,684483.47,,,"($443,099.33)",,"$241,384.14",,,0.79,%
25-Mar,,$,674635.15,,,"($442,428.53)",,"$232,206.62",,,0.80,%
25-Apr,,$,623304.78,,,"($425,967.95)",,"$197,336.83",,,0.82,%
25-May,,$,543962.37,,,"($402,783.16)",,"$141,179.21",,,0.82,%
25-Jun,,$,402145.43,,,"($428,467.60)",,"($26,322.17)",,,0.82,%
25-Jul,,$,475064.42,,,"($297,219.50)",,"$177,844.92",,,0.83,%
25-Aug,,$,608275.95,,,"($429,171.36)",,"$179,104.59",,,0.84,%
25-Sep,,$,561487.82,,,"($292,700.17)",,"$268,787.65",,,0.86,%
25-Oct,,$,647762.39,,,"($357,879.10)",,"$289,883.29",,,0.88,%
25-Nov,,$,452842.71,,,"($273,981.12)",,"$178,861.59",,,0.89,%
25-Dec,,$,460924.18,,,"($207,034.42)",,"$253,889.76",,,0.90,%
26-Jan,,$,384040.45,,,"($293,335.73)",,"$90,704.72",,,0.91,%
26-Feb,,$,351378.61,,,"($274,208.93)",,"$77,169.68",,,0.91,%
26-Mar,,$,365910.70,,,"($409,734.50)",,"($43,823.80)",,,0.91,%
