0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,88.53%
"May 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,66.09%
"June 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,45.27%
"July 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,26.10%
"August 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,98.38%,,8.57%
"September 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,79.23%,,0.00%
"October 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,61.42%,,0.00%
"November 21, 2027",,100.00%,,100.00%,,100.00%,,95.16%,,44.96%,,0.00%
"December 21, 2027",,100.00%,,100.00%,,100.00%,,77.39%,,29.86%,,0.00%
"January 21, 2028",,100.00%,,100.00%,,100.00%,,60.79%,,16.12%,,0.00%
"February 21, 2028",,100.00%,,100.00%,,89.55%,,47.91%,,4.75%,,0.00%
"March 21, 2028",,100.00%,,100.00%,,75.85%,,35.78%,,0.00%,,0.00%
"April 21, 2028",,100.00%,,100.00%,,62.77%,,24.39%,,0.00%,,0.00%
"May 21, 2028",,100.00%,,100.00%,,50.31%,,13.76%,,0.00%,,0.00%
"June 21, 2028",,100.00%,,88.18%,,38.48%,,3.89%,,0.00%,,0.00%
"July 21, 2028",,100.00%,,74.00%,,27.29%,,0.00%,,0.00%,,0.00%
"August 21, 2028",,100.00%,,60.27%,,16.74%,,0.00%,,0.00%,,0.00%
"September 21, 2028",,100.00%,,46.99%,,6.83%,,0.00%,,0.00%,,0.00%
"October 21, 2028",,91.35%,,34.18%,,0.00%,,0.00%,,0.00%,,0.00%
"November 21, 2028",,73.18%,,21.82%,,0.00%,,0.00%,,0.00%,,0.00%
"December 21, 2028",,55.17%,,9.94%,,0.00%,,0.00%,,0.00%,,0.00%
"January 21, 2029",,37.34%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"February 21, 2029",,19.67%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"March 21, 2029",,11.85%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"April 21, 2029",,4.11%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"May 21, 2029",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,4.41,,4.11,,3.81,,3.55,,3.28,,2.86
Weighted Average Life To Call (years)(1)(3),,3.83,,3.50,,3.17,,3.00,,2.75,,2.42
