0,1,2,3,4,5,6
Sources  and Uses,Sources  and Uses,Sources  and Uses,Sources  and Uses,Sources  and Uses,Sources  and Uses,Sources  and Uses
Sources,Proceeds,%  of Total,,Uses,Proceeds,%  of Total
Whole Loan Amount:,"$104,000,000",59.2%,,Purchase Price:,"$164,700,000",93.8%
Borrower Sponsor Equity:,"$21,565,889",12.3%,,Upfront Reserves:,"$1,940,129",1.1%
Other Sources (5):,"$50,000,000",28.5%,,Closing Costs:,"$8,925,760",5.1%
Total Sources:,"$175,565,889",100.0%,,Total Uses:,"$175,565,889",100.0%
