0,1,2,3,4,5,6
Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses
Sources,Proceeds,% of Total,,Uses,Proceeds,% of Total
Mortgage Loan Amount:,"$36,000,000",93.3%,,Loan Payoff:,"$36,111,415",93.6%
Borrower Sponsor Equity:,"$2,583,998",6.7%,,Closing Costs:,"$2,472,583",6.4%
,,,,,,
Total Sources:,"$38,583,998",100.0%,,Total Uses:,"$38,583,998",100.0%
