0,1,2
Class,,Interest Rate
Class A-1,,5.121% - 5.221%
Class A-2a,,4.66% - 4.86%
Class A-2b,,SOFR + 0.40% - SOFR + 0.60%
Class A-3,,4.37% - 4.57%
Class A-4,,4.37% - 4.57%
Class B,,4.61% - 4.91%
Class C,,0.00%
