0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2025",,77.59%,,72.46%,,68.96%,,66.37%,,63.37%,,57.81%
"January 15, 2026",,66.48%,,58.97%,,53.85%,,50.06%,,45.72%,,38.41%
"February 15, 2026",,55.44%,,45.65%,,39.00%,,34.10%,,28.51%,,19.51%
"March 15, 2026",,44.46%,,32.52%,,24.42%,,18.47%,,11.74%,,1.11%
"April 15, 2026",,33.54%,,19.57%,,10.11%,,3.19%,,0.00%,,0.00%
"May 15, 2026",,22.69%,,6.81%,,0.00%,,0.00%,,0.00%,,0.00%
"June 15, 2026",,11.90%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"July 15, 2026",,1.18%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"August 15, 2026",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,0.35,,0.29,,0.26,,0.24,,0.22,,0.19
Weighted Average Life To Call (years)(1)(3),,0.35,,0.29,,0.26,,0.24,,0.22,,0.19
