0,1,2,3,4,5,6
Class A-1 Notes,,,,$,621000000.0,
Class A-2a Notes Class A-2b Notes,},,,$,839520000.0,
Class A-3 Notes,,,,$,839520000.0,
Class A-4 Notes,,,,$,121030000.0,
Certificates,,,,$,62079121.84,
Total,,,,$,2483149121.84,
