0,1,2,3,4,5,6,7,8,9,10
Notes,,Initial Note  Balance,,Interest Rate,,Accrual  Method,,Anticipated  Redemption Date,,Final  Maturity Date
Class A notes,,"$445,504,000",,4.76%,,30/360,,"March 20, 2030",,"March 21, 2033"
Class B notes,,"$34,060,000",,5.02%,,30/360,,"March 20, 2030",,"March 21, 2033"
Class C notes,,"$20,436,000",,5.20%,,30/360,,"March 20, 2030",,"March 21, 2033"
Total,,"$500,000,000",,,,,,,,
