0,1,2,3,4,5,6,7,8,9,10,11,12
"Historical Occupancy, ADR, RevPAR","Historical Occupancy, ADR, RevPAR","Historical Occupancy, ADR, RevPAR","Historical Occupancy, ADR, RevPAR","Historical Occupancy, ADR, RevPAR","Historical Occupancy, ADR, RevPAR","Historical Occupancy, ADR, RevPAR","Historical Occupancy, ADR, RevPAR","Historical Occupancy, ADR, RevPAR","Historical Occupancy, ADR, RevPAR","Historical Occupancy, ADR, RevPAR","Historical Occupancy, ADR, RevPAR","Historical Occupancy, ADR, RevPAR"
,Competitive Set(1)(2),Competitive Set(1)(2),Competitive Set(1)(2),Competitive Set(1)(2),Competitive Set(1)(2),Hampton Inn Blue Ridge Property(3)(4),Hampton Inn Blue Ridge Property(3)(4),Hampton Inn Blue Ridge Property(3)(4),Hampton Inn Blue Ridge Property(3)(4),Penetration Factor(4),Penetration Factor(4),Penetration Factor(4)
Year,,Occupancy,ADR,RevPAR,,Occupancy,ADR,RevPAR,,Occupancy,ADR,RevPAR
12/31/2022 TTM,,57.0%,$156.45,$89.24,,66.0%,$195.01,$128.69,,115.7%,124.6%,144.2%
12/31/2023 TTM,,61.7%,$159.38,$98.38,,69.5%,$199.92,$138.88,,112.5%,125.4%,141.2%
12/31/2024 TTM,,62.2%,$158.07,$98.30,,70.4%,$206.96,$145.77,,113.3%,130.9%,148.3%
4/30/2025 TTM,,62.3%,$157.24,$98.03,,72.1%,$210.32,$151.62,,115.7%,133.8%,154.7%
