0,1,2,3,4
Closing Date,"$109,847,376.15",,March 2028,"$12,365,203.53"
October 2024,106073734.74,,April 2028,11374976.76
November 2024,102372320.65,,May 2028,10433508.38
December 2024,98743706.13,,June 2028,9540262.73
January 2025,95187964.70,,July 2028,8694667.72
February 2025,91705263.34,,August 2028,7896042.59
March 2025,88295677.99,,September 2028,7143697.96
April 2025,84959361.08,,October 2028,6436867.72
May 2025,81696544.75,,November 2028,5774700.19
June 2025,78507463.50,,December 2028,5156449.96
July 2025,75392344.76,,January 2029,4581368.15
August 2025,72351219.19,,February 2029,4048617.98
September 2025,69384093.63,,March 2029,3556978.57
October 2025,66490973.80,,April 2029,3105256.44
November 2025,63671825.77,,May 2029,2692251.28
December 2025,60926601.58,,June 2029,2316466.25
January 2026,58255268.60,,July 2029,1976437.21
February 2026,55657759.93,,August 2029,1670418.69
March 2026,53133936.17,,September 2029,1396565.25
April 2026,50683564.49,,October 2029,1153025.71
May 2026,48305979.24,,November 2029,937312.62
June 2026,46000380.06,,December 2029,749039.04
July 2026,43765861.45,,January 2030,587884.93
August 2026,41601279.12,,February 2030,453506.72
September 2026,39505195.49,,March 2030,344745.80
October 2026,37476458.35,,April 2030,259891.10
