0,1,2,3,4,5,6,7,8,9,10
Underwriters,,Class A-1  Notes,Class A-1  Notes,,Class A-2a  Notes,Class A-2a  Notes,,Class A-2b  Notes,Class A-2b  Notes,
Citigroup Global  Markets Inc.,,$,●,,$,●,,$,●,
Credit Agricole Securities  (USA) Inc.,,,●,,,●,,,●,
Scotia Capital (USA) Inc.,,,●,,,●,,,●,
"SMBC Nikko Securities America, Inc.",,,●,,,●,,,●,
"Truist Securities, Inc.",,,●,,,●,,,●,
Total,,$,●,,$,●,,$,●,
