0,1,2,3,4,5,6,7,8,9,10,11,12
,,Gross Charge-off  Current Period,Gross Charge-off  Current Period,,,Recoveries,,Net Charge-off,,Cumulative Net  Charge-off,Cumulative Net  Charge-off,
22-Nov,,$,0.00,,,$0.00,,$0.00,,,0.00,%
22-Dec,,$,125451.84,,,$0.00,,"$125,451.84",,,0.01,%
23-Jan,,$,636308.16,,,"($118,589.48)",,"$517,718.68",,,0.04,%
23-Feb,,$,903417.89,,,"($78,096.25)",,"$825,321.64",,,0.09,%
23-Mar,,$,784701.83,,,"($492,587.84)",,"$292,113.99",,,0.10,%
23-Apr,,$,1001809.24,,,"($226,286.28)",,"$775,522.96",,,0.15,%
23-May,,$,1102598.99,,,"($319,366.22)",,"$783,232.77",,,0.19,%
23-Jun,,$,703716.37,,,"($476,296.77)",,"$227,419.60",,,0.21,%
23-Jul,,$,1151202.29,,,"($446,879.78)",,"$704,322.51",,,0.25,%
23-Aug,,$,799937.93,,,"($477,906.02)",,"$322,031.91",,,0.27,%
23-Sep,,$,857917.22,,,"($327,536.43)",,"$530,380.79",,,0.30,%
23-Oct,,$,1406974.51,,,"($436,829.23)",,"$970,145.28",,,0.36,%
23-Nov,,$,1042486.21,,,"($542,848.28)",,"$499,637.93",,,0.39,%
23-Dec,,$,1041584.77,,,"($470,108.96)",,"$571,475.81",,,0.42,%
24-Jan,,$,1027174.41,,,"($388,589.50)",,"$638,584.91",,,0.46,%
24-Feb,,$,942688.67,,,"($520,283.97)",,"$422,404.70",,,0.48,%
24-Mar,,$,1364932.51,,,"($582,022.06)",,"$782,910.45",,,0.53,%
