0,1,2,3,4,5,6,7,8
,,,,,,,,
Note Class,,Initial Principal Amount(1)(2)(3)(4),Initial Principal Amount(1)(2)(3)(4),,,Interest Rate Per Annum,Interest Rate Per Annum,
A-1,,$,140800000,,,,%,
A-2,,$,210530000,,,,%,
A-3,,$,123660000,,,,%,
B,,$,42310000,,,,%,
C,,$,49680000,,,,%,
D,,$,47760000,,,,%,
E,,$,10260000,,,,%,
