0,1,2,3,4,5,6,7,8,9,10
Notes(1),Initial Note Balance,,Interest Rate,,Accrual Method,,Anticipated Redemption Date,,Final  Maturity Date,
Class A notes,"$556,880,000",,5.35%,,30/360,,"September 20, 2028",,"September 22, 2031",
Class B notes,"$42,580,000",,4.86%,,30/360,,"September 20, 2028",,"September 22, 2031",
Class C notes,"$25,540,000",,5.05%,,30/360,,"September 20, 2028",,"September 22, 2031",
