0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,,0.50%,,,,1.00%,,,,1.50%,,,,2.00%,,,,2.50%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
August 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
October 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
November 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,94.95,%
December 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,93.18,%,,,86.56,%
January 2027,,,100.00,%,,,100.00,%,,,94.57,%,,,86.17,%,,,78.29,%
February 2027,,,100.00,%,,,100.00,%,,,88.25,%,,,79.25,%,,,70.16,%
March 2027,,,100.00,%,,,94.57,%,,,82.22,%,,,72.43,%,,,62.15,%
April 2027,,,99.52,%,,,89.20,%,,,76.57,%,,,65.71,%,,,54.27,%
May 2027,,,95.51,%,,,84.25,%,,,71.01,%,,,59.09,%,,,46.53,%
June 2027,,,91.56,%,,,79.39,%,,,65.52,%,,,52.57,%,,,38.93,%
July 2027,,,87.62,%,,,74.58,%,,,60.10,%,,,46.15,%,,,31.46,%
August 2027,,,83.68,%,,,69.83,%,,,54.75,%,,,39.83,%,,,24.13,%
September 2027,,,79.76,%,,,65.14,%,,,49.47,%,,,33.62,%,,,16.94,%
October 2027,,,75.85,%,,,60.50,%,,,44.26,%,,,27.52,%,,,9.89,%
November 2027,,,71.94,%,,,55.92,%,,,39.12,%,,,21.52,%,,,2.99,%
December 2027,,,68.39,%,,,51.62,%,,,34.06,%,,,15.63,%,,,0.00,%
January 2028,,,64.87,%,,,47.38,%,,,29.06,%,,,9.85,%,,,0.00,%
February 2028,,,61.36,%,,,43.18,%,,,24.15,%,,,4.18,%,,,0.00,%
March 2028,,,57.86,%,,,39.03,%,,,19.31,%,,,0.00,%,,,0.00,%
April 2028,,,54.37,%,,,34.91,%,,,14.54,%,,,0.00,%,,,0.00,%
May 2028,,,50.89,%,,,30.84,%,,,9.86,%,,,0.00,%,,,0.00,%
June 2028,,,47.42,%,,,26.81,%,,,5.25,%,,,0.00,%,,,0.00,%
July 2028,,,43.95,%,,,22.83,%,,,0.73,%,,,0.00,%,,,0.00,%
August 2028,,,40.50,%,,,18.89,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2028,,,37.05,%,,,14.99,%,,,0.00,%,,,0.00,%,,,0.00,%
October 2028,,,33.61,%,,,11.14,%,,,0.00,%,,,0.00,%,,,0.00,%
November 2028,,,30.18,%,,,7.34,%,,,0.00,%,,,0.00,%,,,0.00,%
December 2028,,,26.77,%,,,3.58,%,,,0.00,%,,,0.00,%,,,0.00,%
January 2029,,,23.36,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
February 2029,,,19.96,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
March 2029,,,16.57,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
April 2029,,,13.22,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
May 2029,,,9.87,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
June 2029,,,6.54,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
July 2029,,,3.22,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
August 2029,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted  Average Life to Optional Purchase (years)(1),,,1.87,,,,1.48,,,,1.18,,,,0.97,,,,0.81,
Weighted  Average Life to Maturity (years)(1),,,1.87,,,,1.48,,,,1.18,,,,0.97,,,,0.81,
